w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	w64	w65	w66	w67	w68	w69	w70	w71	w72	w73	w74	w75	w76	w77	w78	w79	w80	w81	w82	w83	w84	w85	w86	w87	w88	w89	w90	w91	w92	w93	w94	w95	w96	w97	w98	w99	w100	w0
4.262743761815815	-5.815597050854701	7.31097234281611	2.3873828489705406	2.634478288457264	-3.305703446448534	0.4083728853692485	0.48010385585561677	-1.6513801056930286	4.622777670269829	3.3410264637904015	3.866187807756381	-7.041917262666388	0.6006063755247885	-3.998087317698443	8.259679205634848	-7.013399771413606	-0.13748409951230853	-6.647794952424415	8.651567164041557	-2.4549135437041794	-4.337469456766452	4.182386712776248	-7.073950171935108	-2.867365378594889	2.687165365200428	-7.506744985825925	-1.2639062727353012	-0.985853879495442	4.1231643201561745	-2.601081909382491	6.176851125382667	6.4274370890756325	3.484927076595201	2.1102714684564012	-0.5302841993694659	0.4932459349625781	-2.766658313418565	-2.7268336903585673	3.5282176751596057	7.197043237710562	8.299192043120149	-8.167516582767018	-2.6201966393455005	-2.1992686139942186	-9.116276294586992	6.68336491936246	-5.089112637632099	-1.1647521730601644	-9.88403247465785	-6.9652964665996	-8.021578362867007	4.430760004755565	4.618748553241172	-3.118839624454473	-5.882088178193543	-7.942815296251046	-7.501975928075423	-5.37620291611969	-4.084220668678453	7.309342835780038	-5.396595350805064	1.7680346520561077	5.4125681126492635	-3.4779123812477826	7.083925211444572	-8.694401078242423	4.431744473537764	2.2139955204538837	-3.281032119329647	-8.345087638909614	6.376913969669067	9.032409024908072	8.717872376647584	5.51947262467294	8.072363681015059	9.336505261117011	5.429088600278674	-6.2536877490841665	-8.529606893692952	9.729308672827365	9.717073856442079	-6.759399287952651	-2.2371225731070257	-8.79836513754621	3.7814963421483507	4.493102078387873	-7.1766650591886165	-4.099090572235801	7.307689544245735	-0.8802814391966174	7.343751569203884	-4.793013252085614	-5.516476303183053	-0.3769608592718174	6.477224616810975	1.6478804631312445	7.50342976253102	-2.5831500847779494	-8.84613378172833	0.7043729021678353	
