w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	w64	w65	w66	w67	w68	w69	w70	w71	w72	w73	w74	w75	w76	w77	w78	w79	w80	w81	w82	w83	w84	w85	w86	w87	w88	w89	w90	w91	w92	w93	w94	w95	w96	w97	w98	w99	w100	w0
0.4725537621160659	0.4310808672082951	0.02893802813084671	0.2078633266249233	0.029982248009659405	-0.2593487378596453	-0.2665873348530906	-0.179459645243307	-0.047959181727155895	0.41341937592212846	0.6643254111447743	-0.2598425149284999	0.00817942680975836	0.18573093294806367	0.11262934692519802	-0.12628268404350135	-0.44748111960971376	0.44990837363342073	-0.4507084724390255	0.23487767399076742	0.005636236118824995	-0.6998005522776419	0.47502660064019503	-0.5163865648338904	-0.065239937085976	0.1667738157909145	0.3138641195893064	0.2847511977022953	0.25597635994238294	-0.4330077466889176	-0.32048369926849146	0.44030208414848376	8.5680999511679e-05	0.20425479338417218	-0.2550982487824634	-0.5102871202246204	0.20966890924075146	0.03698815326116263	0.01410317721884627	0.2704788491140177	-0.08235346408358281	0.7856089977975181	-0.9087122851376532	-0.294013182096317	-0.18456344723603652	-0.874214619544383	0.6195972430727567	-0.6433318928343426	-0.27694587857751624	0.25114423172967193	-0.050196828942986785	-0.648751442435987	0.3166990522208772	-0.2815878584053226	0.3827740573510163	-0.8392309758992289	-0.5622323688914906	-0.07049492120633366	0.12590484067354954	-0.30570498253826833	0.18211283451112603	-0.40376181919048837	0.43847395114915305	0.35466338124510155	-0.8104525412844094	0.005213099263609992	-0.006906836063197427	0.38416449527307045	0.006487011161899124	0.3559059416764326	0.4122400175403281	0.43562487076827205	-0.05581212941716724	0.19123348766571463	-0.01319738245377401	0.3618318833256818	0.05918268742789442	-0.04069578747177218	-0.16121664158252058	-0.10335682770144446	0.6477915662638631	0.26195923708546787	-0.9565938061538242	-0.2515597882359099	-0.4173711492699842	0.4979028879836216	-0.3179519230856088	0.19521814961529052	-0.48162306192626264	0.35206343195750045	0.10366603921480928	-0.3172663676194931	-0.48661871906136356	0.3969537570856911	-0.18473182444015493	0.2072509143713215	0.46561762130833767	0.12863398693661215	-0.34432291348234106	-1.0737207321615603	0.9443178604183532	
