w1	w2	w3	w4	w5	w6	w7	w8	w9	w10	w11	w12	w13	w14	w15	w16	w17	w18	w19	w20	w21	w22	w23	w24	w25	w26	w27	w28	w29	w30	w31	w32	w33	w34	w35	w36	w37	w38	w39	w40	w41	w42	w43	w44	w45	w46	w47	w48	w49	w50	w51	w52	w53	w54	w55	w56	w57	w58	w59	w60	w61	w62	w63	w64	w65	w66	w67	w68	w69	w70	w71	w72	w73	w74	w75	w76	w77	w78	w79	w80	w81	w82	w83	w84	w85	w86	w87	w88	w89	w90	w91	w92	w93	w94	w95	w96	w97	w98	w99	w100	w101	w102	w103	w104	w105	w106	w107	w108	w109	w110	w111	w112	w113	w114	w115	w116	w117	w118	w119	w120	w121	w122	w123	w124	w125	w126	w127	w128	w129	w130	w131	w132	w133	w134	w135	w136	w137	w138	w139	w140	w141	w142	w143	w144	w145	w146	w147	w148	w149	w150	w151	w152	w153	w154	w155	w156	w157	w158	w159	w160	w161	w162	w163	w164	w165	w166	w167	w168	w169	w170	w171	w172	w173	w174	w175	w176	w177	w178	w179	w180	w181	w182	w183	w184	w185	w186	w187	w188	w189	w190	w191	w192	w193	w194	w195	w196	w197	w198	w199	w200	w201	w202	w203	w204	w205	w206	w207	w208	w209	w210	w211	w212	w213	w214	w215	w216	w217	w218	w219	w220	w221	w222	w223	w224	w225	w226	w227	w228	w229	w230	w231	w232	w233	w234	w235	w236	w237	w238	w239	w240	w241	w242	w243	w244	w245	w246	w247	w248	w249	w250	w251	w252	w253	w254	w255	w256	w257	w258	w259	w260	w261	w262	w263	w264	w265	w266	w267	w268	w269	w270	w271	w272	w273	w274	w275	w276	w277	w278	w279	w280	w281	w282	w283	w284	w285	w286	w287	w288	w289	w290	w291	w292	w293	w294	w295	w296	w297	w298	w299	w300	w0
4.546926431599786	8.015029356756713	7.924027881539587	-3.4758938974182456	-3.7024445936076518	5.9060270126283285	-3.4344730868542683	-1.4763805178081384	-2.9276131902224733	-5.292392995278533	8.624123774081454	-7.005133060137268	0.10147431044606492	-4.9392728374978105	-0.17774831175393047	8.635637453800882	-6.645587416014678	-4.321711047392455	-3.609077790257288	-3.0636111066050944	-6.483513328001209	1.9056829173678125	-3.8058866502215096	3.743634516344173	-3.7981017427155166	7.520299054951465	0.0003646688292064937	-9.640184912757832	1.285118437881465	7.9287500604987144	4.760354319005273	-5.950055126697407	5.664424185786629	-3.2171307251192047	0.7851899572415277	-9.60236994767547	-2.043359073351894	9.736581922803452	3.567531234985836	6.995001912364387	-5.4265860338591665	0.8076850031466165	-2.921259167669632	2.0188233979206416	7.4845234181848355	9.49928912858286	-4.224872325670731	-9.84549445185894	9.381917335083926	5.471097420435399	3.791310712311315	-5.876596617534233	-6.133183407391698	-3.135571234728559	-7.36648768361556	6.847951352301607	-9.14584789458604	8.677914914946086	8.24715884961006	-8.853310484299982	3.772842316124297	8.396752867829491	4.033321976836305	-4.059028831179603	-0.9503092760824075	-8.79316176888824	-9.278320736622845	-7.351977633385104	8.254893937621091	-8.54311616076211	0.5600830120911269	0.5525955651246477	-4.737723321210069	8.88059213944507	-7.654125101664249	-2.077389388170559	4.246564868461064	2.8211145591722016	-6.48322016842576	-5.8100000352278585	-1.386322075719363	3.9956154201572645	8.567650620239874	-8.227206597705845	4.349867967683167	-7.5488149556585995	-9.767493897525128	-4.297812891475587	6.651213069795631	3.3913519203779288	4.179690644279617	-6.5930426390477805	-2.4574897531438182	6.520899698982248	2.9484563584264833	7.954819092028629	-9.128723159970832	8.522815448994152	2.4273340411782556	-1.1011151495513332	4.479116174277806	-4.972126327620572	-7.424450699596491	-3.015260839001712	-7.110936078614031	7.9863138860382605	5.449083197003347	-7.902932490585954	-9.435607777028054	7.678792933467776	-1.9060120896538137	-0.9303283065801224	3.7503602506039897	7.4032843588774995	4.206917363928369	6.55435604309605	-3.257829029476852	-0.017266169790673302	1.5651516895595705	8.535452593052469	-3.5768826921848813	4.891763905805419	-8.194414941841387	1.8247798260854324	-2.0181874383997638	-1.3434281279205607	-9.715582190503483	7.284880953361608	-1.81445704503858	-8.99095039567328	9.274541038093048	6.960156118886516	-9.792091777926544	3.640243135174387	2.959128636028254	7.784160155119025	-3.1388268253576825	-7.864165768100065	1.0344108962144674	-3.241865084524761	0.5681081050734065	8.709902777678508	4.026129199355637	1.6924304080566799	7.605349786498664	1.909313243755605	2.488051699983771	-7.016827519822982	1.4017264803369471	6.933872041543509	2.5732544961592794	2.744842543523191	7.559566888808149	6.971541721086396	7.236671081254826	8.47245633577404	5.289963879549759	3.4770784901847946	2.785225268729846	6.946866388752824	0.8027886572672287	-5.65128263918632	0.8724019150758977	-2.6602632218418876	-6.690861799626873	-7.8647918872848095	-5.290863899543183	-5.28974342868969	-0.6871848193695769	1.8425564091721753	1.4410263114386908	9.805896332505654	3.8470509767503245	0.047748874087119475	6.92954805358022	0.5695564174784522	7.639354498995999	1.4744622014768538	-8.537217979624984	9.44018003684323	-9.391368438591599	6.490430289079086	-0.22494708167960198	8.409315820936172	0.6785824344196953	-2.8338711779360892	6.643710928674409	0.4804607086989563	2.769657898512378	-0.7523436412884621	-0.4641858937611687	-6.3893159391591325	-6.9181205102322565	-4.8346459576005145	6.69118995466124	-8.241232807919005	3.10928621497078	-6.083576600831293	5.062043141793765	9.98012686770744	2.2613573154540063	2.7201521970036993	9.005691659564036	-4.851504336082144	-5.7306234784082335	1.0161309108480054	-0.8971614706097171	-7.832804255238443	-2.850392000495958	9.073163924935216	-9.889165545882861	3.1362453562251176	-4.334960473781393	-9.345880828723239	-9.941420567178284	3.3599205000136863	3.9630056578607764	-8.344004323866102	6.218764325767552	-6.748115967857302	9.487297680756456	-6.5551469583879225	-9.0498173173728	-9.279759597806333	8.72659679726894	8.806105375295374	-6.195075230047223	3.946727850748175	8.890855493773415	-3.403966614016099	7.206617499801723	3.316320576632279	-1.4663990028202534	-2.416279306729848	2.66555291597615	1.1894997924591735	-0.6420460121007636	4.925224153193994	-4.677731148696694	0.9593827711214544	-2.230203784394689	9.166962551142205	-5.247896557077183	3.6208854190081183	9.532270474423058	-9.941648161289777	1.1837058611745306	-1.1462036861812521	9.435967546110078	5.502341216226341	-5.908435159435612	5.182314719822898	8.725745600298978	9.714960018303827	1.5532821931155922	1.3237159896489175	-2.74192203079474	6.9341758906739415	3.5200212989147985	2.3619661513803294	-8.624384312191978	-3.000370040006601	-9.257457765161234	4.487013321439008	-0.2800848827428126	2.1788162612065207	9.572349668440438	3.2215659797147964	-3.8096184859678033	5.974689375623711	2.938502334803161	8.839360925710935	5.498379011187353	5.062513060707715	4.3970210933584895	4.455422315179021	-7.838620056310901	-6.918122380331624	8.116897371512096	-1.3686633848265046	7.685733370776688	-7.683611432182261	-0.6388747558230534	7.0652363367535145	-1.6204269408481196	9.29895380272501	7.062348254656172	-9.439389702339213	8.51986283908991	-1.834732102972339	3.352259594070347	1.3226503092373605	-5.723130454600323	-5.549856210755024	0.6105478888639482	-1.8695833577367011	9.391855760028193	3.474809621751774	-1.8049837311846204	8.484583322981962	0.9762310981750488	
